pl_name,hostname,pl_letter,discoverymethod,disc_year,disc_facility,tran_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_eqt,pl_eqterr1,pl_eqterr2,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,st_rotp,st_rotperr1,st_rotperr2,pl_orbper_reflink,pl_orbsmax_reflink,pl_rade_reflink,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmasse_reflink,pl_insol_reflink,pl_eqt_reflink,pl_imppar_reflink,pl_trandur_reflink,pl_ratdor_reflink,pl_ratror_reflink,TSM,transSignal,manual_add
HD 3167 c,HD 3167,c,Transit,2016,K2,1,29.8454,0.0012,-0.0012,0,0.1776,0.0037,-0.0031,0.0,3.0,0.45,-0.21,0,Mass,0.06,,,1.0,16.9,1.1,-1.1,0.0,89.3,0.5,-1.0,0.0,0.451,0.078,-0.12,0.0,4.869,0.026,-0.025,0.0,44.01,0.52,-0.54,0.0,0.03006,0.00065,-0.00055,0.0,564.0,9.0,-9.0,5261.0,60.0,-60.0,0.0,0.88,0.01,-0.01,0,0.84,0.05,-0.04,0,4.53,0.02,-0.02,0.0,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,47.2899,0.1485,-0.1475,8.97,0.03,-0.03,7.548,0.032,-0.032,7.203,0.038,-0.038,7.066,0.02,-0.02,23.52,2.87,-2.87,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,11.13,0.78,-0.74,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>,<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>,<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>,<a refstr=GANDOLFI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..123G/abstract target=ref>Gandolfi et al. 2017</a>,69.95074257012287,7.88867957848767e-05,0.0
TOI-2411 b,TOI-2411,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,0.7826942,3.7e-06,-3.7e-06,0,0.0144,0.0001,-0.0001,0.0,1.68,0.11,-0.11,0,M-R relationship,,,,,651.91,,,0.0,,,,,0.39,0.14,-0.14,0.0,1.2621481,0.3462222,-0.3462222,0.0,4.553686934023285,,,,0.022650077366004613,,,,1355.0,45.0,-45.0,4099.0,123.0,-123.0,0.0,0.68,0.02,-0.02,0,0.65,0.02,-0.02,0,4.59,0.03,-0.03,0.0,01h23m41.39s,20.9224567,-08d42m06.46s,-8.7017944,59.5362,0.2878,-0.2852,11.272,0.111,-0.111,9.33,0.024,-0.024,8.597,0.027,-0.027,8.532,0.023,-0.023,,,,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,3.46,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,Calculated,Calculated,68.88802935705961,0.0001938353697889812,0.0
TOI-139 b,TOI-139,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,11.07085,2.4e-05,-3e-05,0,0.08590765646826848,,,,2.457,0.212,-0.124,0,M-R relationship,,,,,22.42,,,0.0,89.32,0.45,-0.65,0.0,0.395,0.254,-0.252,0.0,2.5160833,0.1735447,-0.1735447,0.0,33.159,2.667,-5.336,0.0,0.0321,0.0028,-0.0016,0.0,561.17,,,4570.0,50.0,-50.0,0.0,0.7,0.06,-0.06,0,0.69,0.09,-0.09,0,4.71,0.1,-0.1,0.0,22h25m36.58s,336.4024144,-34d54m34.97s,-34.9097131,42.4061,0.0764,-0.0762,10.55,0.03,-0.03,8.371,0.032,-0.032,7.773,0.034,-0.034,7.64,0.021,-0.021,,,,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,Calculated,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,6.6,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,68.66579374960558,0.0001236194767155701,0.0
K2-25 b,K2-25,b,Transit,2015,K2,1,3.48456408,6e-07,-5e-07,0,0.0287,0.0012,-0.0012,0.0,3.44,0.12,-0.12,0,Mass,0.428,0.05,-0.049,0.0,9.91,0.95,-0.86,0.0,87.16,0.18,-0.21,0.0,0.628,0.032,-0.037,0.0,0.7637,0.0086,-0.0089,0.0,21.09,0.57,-0.59,0.0,0.1075,0.0018,-0.0018,0.0,494.0,11.0,-11.0,3207.0,58.0,-58.0,0.0,0.29,0.01,-0.01,0,0.26,0.01,-0.01,0,4.94,0.03,-0.03,0.0,04h13m05.74s,63.2739346,+15d14m51.73s,15.2477027,44.9565,0.1664,-0.1653,16.21,0.2,-0.2,11.303,0.021,-0.021,10.732,0.02,-0.02,10.444,0.019,-0.019,1.88,0.01,-0.01,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..192S/abstract target=ref>Stefansson et al. 2020</a>,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..192S/abstract target=ref>Stefansson et al. 2020</a>,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..192S/abstract target=ref>Stefansson et al. 2020</a>,24.5,5.7,-5.2,0.0,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..192S/abstract target=ref>Stefansson et al. 2020</a>,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..192S/abstract target=ref>Stefansson et al. 2020</a>,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..192S/abstract target=ref>Stefansson et al. 2020</a>,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..192S/abstract target=ref>Stefansson et al. 2020</a>,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..192S/abstract target=ref>Stefansson et al. 2020</a>,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..192S/abstract target=ref>Stefansson et al. 2020</a>,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..192S/abstract target=ref>Stefansson et al. 2020</a>,68.55674129833952,0.000460317414329588,0.0
TOI-269 b,TOI-269,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,3.6977104,3.7e-06,-3.7e-06,0,0.0345,0.0015,-0.0015,0.0,2.77,0.12,-0.12,0,Mass,0.425,0.082,-0.086,0.0,19.0,4.0,-3.3,0.0,88.14,0.78,-0.9,0.0,0.55,0.12,-0.22,0.0,0.918813,0.0626152,-0.0626152,0.0,18.546787408365674,,,,0.0638,0.002,-0.0021,0.0,531.0,25.0,-25.0,3514.0,70.0,-70.0,0.0,0.4,0.01,-0.01,0,0.39,0.01,-0.01,0,4.83,0.03,-0.03,0.0,05h03m23.11s,75.8462827,-54d10m39.80s,-54.1777213,57.0225,0.0757,-0.0756,14.37,0.114,-0.114,10.909,0.026,-0.026,10.304,0.022,-0.022,10.1,0.023,-0.023,,,,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,8.8,1.4,-1.4,0.0,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,Calculated,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,67.50580850761861,0.00039070965631354365,0.0
TOI-178 e,TOI-178,e,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,9.961881,4.2e-05,-4.2e-05,0,0.0783,0.0023,-0.0024,0.0,2.207,0.088,-0.09,0,Mass,,,,,21.82,,,0.0,88.71,0.16,-0.13,0.0,0.583,0.046,-0.066,0.0,2.501,0.106,-0.077,0.0,25.87,0.62,-0.65,0.0,0.0311,0.0011,-0.0012,0.0,600.0,12.0,-12.0,4316.0,70.0,-70.0,0.0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,4.45,0.15,-0.15,0.0,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.699,0.2074,-0.2061,11.955,0.035,-0.035,9.372,0.021,-0.021,8.761,0.023,-0.023,8.656,0.021,-0.021,,,,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,3.86,1.25,-0.94,0.0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,66.54490004049758,0.00019054968112987923,0.0
TOI-942 b,TOI-942,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,4.32421,1.9e-05,-1.9e-05,0,0.04866,0.00016,-0.00013,0.0,3.89,0.25,-0.23,0,Calculated,0.34,0.1,-0.14,0.0,261.86,,,0.0,89.966,0.02,-0.024,0.0,0.05,0.05,-0.04,0.0,3.4032,0.06,-0.0432,0.0,10.12,0.13,-0.18,0.0,0.03995,0.00065,-0.00063,0.0,1120.0,,,4969.0,100.0,-100.0,0.0,0.89,0.06,-0.05,0,0.82,0.01,-0.01,0,4.31,0.03,-0.03,0.0,05h06m35.91s,76.6496172,-20d14m44.21s,-20.2456126,152.601,0.695,-0.689,11.982,0.026,-0.026,10.231,0.022,-0.022,9.747,0.024,-0.024,9.639,0.023,-0.023,3.39,0.01,-0.01,<a refstr=WIRTH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...917L..34W/abstract target=ref>Wirth et al. 2021</a>,<a refstr=WIRTH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...917L..34W/abstract target=ref>Wirth et al. 2021</a>,<a refstr=WIRTH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...917L..34W/abstract target=ref>Wirth et al. 2021</a>,14.411201998745321,,,1.0,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,<a refstr=WIRTH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...917L..34W/abstract target=ref>Wirth et al. 2021</a>,66.46554609718986,0.00027709083098150915,0.0
K2-55 b,K2-55,b,Transit,2016,K2,1,2.849258,3.3e-05,-3.3e-05,0,0.03486,0.00078,-0.00078,0.0,3.82,0.32,-0.32,0,M-R relationship,0.07,0.131675,-0.061286,0.0,115.0,24.0,-24.0,0.0,88.21,1.14,-1.0,0.0,0.14,0.49,-0.61,0.0,2.006,0.022,-0.022,0.0,10.46,0.58,-0.62,0.0,0.0552,0.0013,-0.0013,0.0,912.0,,,4456.0,148.0,-148.0,0.0,0.63,0.05,-0.05,0,0.7,0.05,-0.05,0,4.67,0.05,-0.05,0.0,22h15m00.45s,333.7518786,-17d15m02.88s,-17.2508002,159.522,0.73,-0.725,13.519,0.092,-0.092,11.23,0.023,-0.023,10.615,0.024,-0.024,10.471,0.025,-0.025,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,14.0,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=SCHMITT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..159S/abstract target=ref>Schmitt et al. 2016</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,66.46389092474557,0.0004354411722200413,0.0
TOI-1468 c,TOI-1468,c,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,15.532482,3.4e-05,-3.3e-05,0,0.08503924716616135,,,,2.064,0.044,-0.044,0,Mass,,,,,2.15,0.09,-0.09,0.0,89.335,0.032,-0.035,0.0,0.623,0.023,-0.024,0.0,1.7640717,0.2603204,-0.2603204,0.0,53.69,0.84,-0.97,0.0,0.05565447581361134,,,,337.5,3.7,-3.4,3496.0,25.0,-25.0,0.0,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0,5.0,0.11,-0.11,0.0,01h06m36.93s,16.6538724,+19d13m29.71s,19.2249195,24.7399,0.0469,-0.0467,12.5,0.2,-0.2,9.343,0.021,-0.021,8.782,0.021,-0.021,8.497,0.017,-0.017,42.5,1.5,-1.5,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,Calculated,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,6.64,0.67,-0.68,0.0,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,Calculated,65.92459762017265,0.00018661079089637175,0.0
KOI-984 b,KOI-984,b,Transit,2022,Kepler,1,4.2881785,3.5e-06,-3.5e-06,0,0.0504,0.0006,-0.0006,0.0,4.3,0.05,-0.05,0,M-R relationship,0.12,0.02,-0.02,0.0,186.31,56.73,-28.39,0.0,88.93,,,0.0,0.83,0.01,-0.01,0.0,1.58,0.01,-0.01,0.0,13.26,0.39,-0.39,0.0,0.02923,0.00035,-0.00021,0.0,1022.0,31.0,-30.0,5295.0,150.0,-150.0,0.0,0.82,0.03,-0.03,0,0.93,0.03,-0.03,0,4.54,0.15,-0.15,0.0,19h24m11.75s,291.0489438,+36d50m24.28s,36.8400772,252.667,,,12.795,0.021,-0.021,10.457,0.023,-0.023,10.096,0.025,-0.025,10.016,0.021,-0.021,,,,<a refstr=SUN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4604S/abstract target=ref>Sun et al. 2022</a>,<a refstr=SUN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4604S/abstract target=ref>Sun et al. 2022</a>,<a refstr=SUN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4604S/abstract target=ref>Sun et al. 2022</a>,17.1,,,0.0,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,<a refstr=SUN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4604S/abstract target=ref>Sun et al. 2022</a>,<a refstr=SUN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4604S/abstract target=ref>Sun et al. 2022</a>,<a refstr=SUN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4604S/abstract target=ref>Sun et al. 2022</a>,<a refstr=SUN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4604S/abstract target=ref>Sun et al. 2022</a>,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,65.84613494886798,0.00012609621223285674,0.0
TOI-824 b,TOI-824,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,1.392978,1.8e-05,-1.7e-05,0,0.02177,0.00032,-0.00032,0.0,2.926,0.202,-0.191,0,Mass,,,,,412.0,51.0,-46.0,0.0,83.65,0.39,-0.38,0.0,0.745,0.022,-0.024,0.0,1.15344,0.01944,-0.0192,0.0,6.73,0.22,-0.21,0.0,0.0387,0.0018,-0.0019,0.0,1253.0,38.0,-37.0,4600.0,110.0,-100.0,0.0,0.7,0.03,-0.03,0,0.71,0.03,-0.03,0,4.61,0.03,-0.03,0.0,14h48m39.71s,222.1654705,-57d35m19.92s,-57.5888666,63.9262,0.1435,-0.1428,11.314,0.015,-0.015,9.145001,0.018,-0.018,8.557,0.046,-0.046,8.432,0.038,-0.038,,,,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,18.467,1.843,-1.875,0.0,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,65.82507715021144,0.00017075449422735892,0.0
