index,designation,ra,dec,phot_g_mean_mag,phot_rp_mean_mag,phot_bp_mean_mag,ruwe,teff_gspphot
775,Gaia DR3 2802456716007703296,9.416405298099656,21.402706981255232,9.061823,8.6810875,9.285223,0.94217026,6415.64
776,Gaia DR3 640401201749641344,147.47524518523636,21.95079406803524,9.036631,8.572903,9.332509,0.9072485,5849.384
777,Gaia DR3 4533272151981303168,283.5809272374881,23.608211084255874,9.02238,8.285412,9.61028,0.972141,5121.592
778,Gaia DR3 65496331417178368,59.97423457364718,23.21679774201565,9.129907,8.704914,9.391422,0.8930453,6107.4316
779,Gaia DR3 1446089585616223104,199.9642211711242,23.63644017498872,9.141258,8.827354,9.315095,0.97349435,6841.524
780,Gaia DR3 1878109999344803712,334.72488808812375,22.82156195948719,9.225707,8.850692,9.44491,0.9756943,6478.484
781,Gaia DR3 865249719018881280,112.42344142459429,21.795498806888176,9.115325,8.496751,9.567474,0.93256277,5121.2993
782,Gaia DR3 1299384497902599936,249.71031316582688,22.756083755680976,9.004373,8.638784,9.21439,0.93956184,6531.7007
783,Gaia DR3 93992168112860928,29.56853552871477,20.432449919543153,9.010176,8.635578,9.232237,1.3478646,6506.2056
784,Gaia DR3 3995022555462930176,165.82899477369668,23.376884395017324,9.041094,8.492458,9.383758,0.90352273,5570.032
785,Gaia DR3 1822543224300117120,303.0138388574832,19.883501351812114,9.080037,8.445297,9.551208,1.0664679,5024.132
786,Gaia DR3 3402304183714325632,81.04963524127561,21.0107900667504,9.316534,8.931499,9.5421295,0.9689048,6776.4907
787,Gaia DR3 1242785865551049216,218.39867294687122,23.154367510902702,9.091351,8.731825,9.295581,0.99619746,6728.973
788,Gaia DR3 2826049383682679040,354.66496009855376,19.963988822702238,9.128964,8.439158,9.661318,1.015491,5061.919
789,Gaia DR3 661484341508353408,132.05341824434907,19.675884971644955,9.00734,8.357821,9.265086,1.0085384,5217.123
790,Gaia DR3 4527508855614868992,271.8505283074954,19.706300746451458,9.010984,8.196377,9.700872,1.0267943,5435.754
791,Gaia DR3 60305708818561920,48.185166762752324,20.398997434189248,9.056869,8.580767,9.36509,1.3322648,5780.2637
792,Gaia DR3 3953098589412827520,184.67514348490047,21.513714398493764,9.121435,8.708919,9.36981,1.0487937,6156.256
793,Gaia DR3 1787588169101770880,323.9690688061882,20.72687193790014,9.018803,8.678776,9.210756,0.99656284,6676.791
794,Gaia DR3 3379707497479980800,100.96874840223211,23.09615453716292,9.059902,8.691787,9.274526,1.009092,6486.8184
795,Gaia DR3 1203023711162117120,239.0727869575419,19.426662721366252,9.080884,8.542994,9.448451,1.1739532,5597.664
796,Gaia DR3 2790347519572893568,15.984284690560951,20.785987082746733,9.021706,8.673607,9.2196045,0.9118812,6635.045
797,Gaia DR3 625426987250746112,153.15465475089508,20.48251963968408,9.232436,8.755918,9.538957,0.9770478,5832.0015
798,Gaia DR3 2019367801555753344,292.7324963972606,22.791773463177986,9.081873,8.743185,9.272327,0.8648656,6830.127
799,Gaia DR3 3410583403191715328,69.17745531305098,19.49319242534595,9.076767,8.290544,9.071528,0.8638552,5514.5356
800,Gaia DR3 1251734825049305728,207.61729952535953,23.03236757235951,9.242169,8.8825865,9.445934,1.1066937,6668.381
801,Gaia DR3 2836740450635020032,343.4798105752286,22.406939180711635,9.098816,8.497364,9.533866,1.0325857,5109.0137
802,Gaia DR3 669875328919241344,122.32966324950321,20.118727128855443,9.025974,8.733826,9.183054,0.9482345,6985.3506
803,Gaia DR3 4567483456267806080,260.68248872373084,22.362443959153982,9.115711,8.705268,9.365554,0.94946015,6208.455
804,Gaia DR3 86853103537656448,35.67071938434649,19.064133017778072,9.032261,8.652237,9.250777,1.2406667,6950.136
805,Gaia DR3 3977327457706452736,172.76916324903638,18.861554073579367,9.17522,8.798857,9.395689,1.0843064,6451.2764
806,Gaia DR3 1817791826536007936,310.7963355812417,21.087199798238405,9.026972,8.649762,9.247203,0.9902896,6415.274
807,Gaia DR3 3422772623459065088,90.33619675228078,19.886870536782393,9.060016,8.222873,9.7980175,1.1137137,5033.1836
808,Gaia DR3 1213595206223263104,227.9964116088252,21.1164432149881,9.01054,8.467177,9.379832,0.9709843,5377.747
809,Gaia DR3 2800293770477435520,5.164235103084652,21.83321184908899,9.049465,8.636448,9.299569,0.797479,6249.349
810,Gaia DR3 638450668121925120,139.6547524144422,21.55544614184027,9.153677,8.789776,9.36441,0.8603521,6512.1626
811,Gaia DR3 4524562404979287168,279.8580257041266,19.24923203002648,9.096092,8.741427,9.299125,1.0199453,6685.9097
812,Gaia DR3 63181034805012224,56.091542997653995,20.499064677669264,9.109594,8.472978,9.506733,1.1470499,5166.3164
813,Gaia DR3 3942397111459787776,194.09028303587706,20.10546937193326,9.131555,8.643424,9.446109,1.0707144,5694.8706
814,Gaia DR3 1781615209623936128,331.6972643277887,21.006677053504166,9.096096,8.7353115,9.305988,1.0101904,6535.2803
815,Gaia DR3 3362796703704909056,110.46856044869917,19.18972617392163,9.006803,8.658823,9.2068205,1.2425635,6599.651
816,Gaia DR3 1202247971347854592,244.3698075020324,20.935147379436184,9.001909,8.505299,9.318421,1.0372231,5620.7344
817,Gaia DR3 96498367429628800,25.417943644795717,20.728990694400544,9.037829,8.497346,9.413454,0.81624705,5434.79
818,Gaia DR3 3989628695014374016,163.24932157914157,22.14493543953971,9.034498,8.376674,9.527736,1.0401233,5175.616
819,Gaia DR3 1823015224030836096,300.64700710111276,19.39494234910551,9.006468,8.379524,9.465091,0.87253004,5622.9688
820,Gaia DR3 3407165292122486784,77.19967750352878,18.284381545307163,9.240653,8.460133,9.891548,1.0437658,5024.868
821,Gaia DR3 1233699329660615424,214.4950157675057,18.65223202298718,9.039765,8.636444,9.2822485,1.0875602,6237.774
822,Gaia DR3 2824225637489575296,352.1516218685539,18.78434462765931,9.029513,8.364595,9.530709,0.9379073,5235.1777
823,Gaia DR3 664329465285221248,129.83230039314094,20.052902177221636,9.003304,8.383489,9.456074,1.0268953,5012.7534
824,Gaia DR3 4551225561943210624,266.75260458459417,18.23038567770861,9.106895,8.456795,9.587017,1.0439924,5321.7407
825,Gaia DR3 35920976160460800,44.89913116208758,18.746462315462956,9.377562,8.974015,9.616206,1.0886785,6266.0757
826,Gaia DR3 3949926635805683712,183.195776747468,18.533749056822355,9.030818,8.594149,9.297529,1.1903006,6012.3354
827,Gaia DR3 1788742591887839232,320.02834858862957,19.685999953535326,9.056913,8.7240305,9.245564,1.0168624,6981.4097
828,Gaia DR3 3376293964851520000,96.2803406199756,21.49501239370906,9.045505,8.415061,9.513841,1.3035575,5072.225
829,Gaia DR3 1210081407579423360,234.11431394611296,19.14719469589422,9.038949,8.598608,9.311684,0.9351583,6002.2407
830,Gaia DR3 2789395995338323840,12.79289045874694,20.432173287802346,9.03622,8.623579,9.286147,0.94770026,6308.8384
831,Gaia DR3 627448748615666816,147.1381710925444,19.31550088448741,9.023542,8.478125,9.399538,0.8986931,5431.065
832,Gaia DR3 4518139710894911488,286.0158027151673,19.977887288798296,9.078963,8.6187105,9.366096,0.9604805,6310.6226
833,Gaia DR3 47700701359862272,63.822492007477535,18.62548814241488,9.166835,8.745452,9.425289,1.0884156,6110.1816
834,Gaia DR3 1441533518668440448,201.48832956410752,20.898868934426783,9.096382,8.386058,9.658279,1.0889881,5239.9336
835,Gaia DR3 2737015192671747968,338.29766797086256,17.584425986229558,9.03597,8.639618,9.272095,1.3832166,6292.7437
836,Gaia DR3 673733107201314688,117.91303197979627,21.062022443406214,9.1203985,8.613897,9.454533,1.04364,5934.962
837,Gaia DR3 4561475552932936576,254.4243027699729,19.99265589124244,9.024344,8.604316,9.280263,1.0503732,6208.4277
838,Gaia DR3 93992168112860928,29.56853552871477,20.432449919543153,9.010176,8.635578,9.232237,1.3478646,6506.2056
839,Gaia DR3 3990382169717029248,169.91536352257904,20.841675623264365,9.502044,8.849238,9.993816,1.0732144,5069.063
840,Gaia DR3 1816395824736226944,304.8874875906688,19.28011331264192,9.006519,8.558921,9.289416,0.8638603,5981.875
841,Gaia DR3 3397718189434224384,83.72715710010908,18.12253121084029,9.0317335,8.611859,9.287489,1.0259335,6133.354
842,Gaia DR3 1235926420526469504,220.04366044786704,18.34914214374346,9.060671,8.606214,9.34404,0.9584116,5887.667
843,Gaia DR3 2823398976543813888,358.33057292441146,20.882025267630656,9.013325,8.632586,9.235674,1.0428798,6491.3354
844,Gaia DR3 612129566640023424,136.09223620726272,18.279013189938897,9.050005,8.58669,9.3429165,0.94267094,6003.285
845,Gaia DR3 4526317156809055616,273.5578550834733,18.242273564105723,9.046716,8.382451,9.544378,1.0336152,5335.153
846,Gaia DR3 57720447746279808,51.13915428626714,19.063409705796712,9.004136,8.643398,9.208561,0.9910669,6536.608
847,Gaia DR3 3935227333573214464,190.81497423949776,17.09801281827375,9.327195,8.679327,9.810653,0.9644662,5018.544
848,Gaia DR3 1780058408533127552,327.8377177735987,18.48574856863164,9.016971,8.620821,9.251048,0.9164653,6481.0913
849,Gaia DR3 3364663159052916864,104.51278785331047,18.926474971250993,9.009144,8.690351,9.186903,1.0008405,6915.0503
850,Gaia DR3 1199634500929030400,240.18294434013845,17.90068669501477,9.005852,8.370498,9.476354,1.0742117,5027.7295
851,Gaia DR3 2787522702402799872,18.523748702004273,20.57873775949811,9.228758,8.840509,9.462388,0.9797653,6360.805
852,Gaia DR3 3891056717374424832,157.2802224555509,18.938810757970817,9.14388,8.748029,9.376237,1.0197699,6298.723
853,Gaia DR3 1825289048430934144,295.1178483139589,19.64154484425057,9.0383215,8.558011,9.347534,0.8656614,5777.224
854,Gaia DR3 3410111231667334784,71.36653385205726,19.348337876623624,9.086333,8.4668255,9.53768,0.90340024,5294.5293
855,Gaia DR3 1243900014427829504,209.1794300712213,17.02779415679527,9.042366,8.603702,9.313413,0.86574244,6017.9854
856,Gaia DR3 2831839446273878400,345.443661584567,19.58008790471127,9.118643,8.594623,9.4745655,1.0382422,5612.859
857,Gaia DR3 669875328919241344,122.32966324950321,20.118727128855443,9.025974,8.733826,9.183054,0.9482345,6985.3506
858,Gaia DR3 4554538489257447040,260.92457942355253,19.85669533597252,9.02147,8.64656,9.240211,1.3317895,6466.037
859,Gaia DR3 86141891313286144,38.13754139000631,18.477548102416122,9.063955,8.656704,9.307577,1.0543035,6555.8955
860,Gaia DR3 3975632736626551808,175.65922766387445,18.773385157915293,9.009913,8.5473,9.3029995,0.89751834,5883.26
861,Gaia DR3 1837550183626334848,314.9517244439272,20.069279977669787,9.041734,8.742867,9.20078,1.0052882,6950.7964
862,Gaia DR3 3422772623459065088,90.33619675228078,19.886870536782393,9.060016,8.222873,9.7980175,1.1137137,5033.1836
863,Gaia DR3 1208190488097757184,228.98154139845306,16.494538202475727,9.034709,8.590753,9.311177,1.1087483,6001.565
864,Gaia DR3 2795804842458318848,7.924012234364934,19.438598669851476,9.066595,8.478138,9.4845915,0.96129996,5161.928
865,Gaia DR3 619170461145687552,143.68471230092692,16.44643045510333,9.014133,8.488666,9.055583,1.0857533,6501.4746
866,Gaia DR3 4510925059184169344,282.6435145975292,15.935166739321538,9.023878,8.333938,9.55459,0.87312526,5038.497
867,Gaia DR3 43786989720042880,57.484345239303856,17.131514028182,9.026573,8.206946,9.732463,1.0840958,5295.611
868,Gaia DR3 3936815852997884160,198.27575460079586,16.41538448701621,9.032596,8.705333,9.212969,1.2464572,6778.53
869,Gaia DR3 1777083714183888512,334.00402667421207,18.571298926284808,9.063752,8.698206,9.275143,0.9477516,6530.5967
870,Gaia DR3 3362796703704909056,110.46856044869917,19.18972617392163,9.006803,8.658823,9.2068205,1.2425635,6599.651
871,Gaia DR3 4562476726988881280,250.05822489689842,18.19839219889592,9.028368,8.346262,9.552073,0.98039067,5018.533
872,Gaia DR3 91587226945176704,26.101260901440398,17.06372518801279,9.286318,8.55746,9.873724,0.9798057,5111.23
873,Gaia DR3 3981575146002452608,162.34252356240987,15.877031538087566,9.060444,8.69417,9.272271,1.0009308,6483.28
874,Gaia DR3 1823015224030836096,300.64700710111276,19.39494234910551,9.006468,8.379524,9.465091,0.87253004,5622.9688
875,Gaia DR3 3395590595778919680,78.95544578315261,18.63815298487162,9.058099,8.621851,9.326219,1.0073764,6009.214
876,Gaia DR3 1235356568561159936,218.3001813194121,17.144798976368115,9.034023,8.6661,9.2490835,0.990718,6482.7705
877,Gaia DR3 2821143839539358720,355.2042219496619,18.300066732968865,9.023186,8.517836,9.356197,0.9698498,5594.5674
878,Gaia DR3 659466222275521792,129.95647966167485,18.347377160358484,9.0355015,8.733015,9.202791,0.9885714,6943.0244
879,Gaia DR3 4527322316594935680,271.08540909218704,18.797456063292834,9.084566,8.681992,9.324342,1.0735132,6538.9194
880,Gaia DR3 58760963700869888,48.27713943183005,18.05525811450044,9.167563,8.420999,9.769122,1.0696752,5065.1187
881,Gaia DR3 3949926635805683712,183.195776747468,18.533749056822355,9.030818,8.594149,9.297529,1.1903006,6012.3354
882,Gaia DR3 1784267785721308928,322.74293290989806,17.45503603001363,9.005445,8.386297,9.403897,1.024992,5255.8193
883,Gaia DR3 3358874161615277824,99.11424365365407,16.835300919429475,9.029914,8.64542,9.254302,0.98874646,6373.445
884,Gaia DR3 1195860530347768064,237.05560733591972,15.400520225731466,9.183283,8.87902,9.35009,0.9016671,6884.6265
885,Gaia DR3 2788243466634143744,13.528444600089735,18.84358099503213,9.014446,8.583983,9.278355,0.9537584,6101.487
886,Gaia DR3 615849347619934592,150.65932243401002,15.531047492347511,9.108807,8.4712715,9.576146,1.0320673,5334.4585
887,Gaia DR3 4513252244294510336,288.1506623635712,16.30517833130604,9.083206,8.741828,9.276207,0.8499225,6731.201
888,Gaia DR3 3313836412991043328,65.38719933644924,16.802497667862983,9.044957,8.616009,9.306869,0.9665828,6053.506
889,Gaia DR3 3745275945277360384,202.47845480120813,16.475354825092943,9.064036,8.514958,9.446237,0.8604102,5471.9785
890,Gaia DR3 2830263090196428288,342.27896906216574,18.047436026140442,9.01641,8.498697,9.358339,1.0300491,5851.7476
891,Gaia DR3 666969942459897984,118.23438199887917,16.057198300666617,9.126994,8.758988,9.342447,1.0065389,6527.249
892,Gaia DR3 4546895101035153920,258.17376917423496,16.22985194785921,9.035716,8.5912285,9.31145,1.0176493,5979.715
893,Gaia DR3 79216003145999104,33.27126929006008,16.085385467563725,9.025186,8.627306,9.2623,1.0531228,6341.611
894,Gaia DR3 3967354509285973504,171.92461449789135,16.010109467927744,9.190446,8.646565,9.563472,0.9475224,5766.413
895,Gaia DR3 1811368788843454208,309.69398182323533,16.840083949419135,9.033502,8.3882885,9.514205,1.0366623,5055.498
896,Gaia DR3 3349658501827676672,88.66137906639702,16.411718896234028,9.040912,8.54045,9.369801,1.0530374,5614.628
897,Gaia DR3 1188179857507992832,222.56945364374795,16.80538393947942,9.109977,8.766544,9.303907,1.0441444,6651.106
898,Gaia DR3 2769444738377230720,2.2986715258255694,15.402664896372624,9.149311,8.465599,9.671432,1.0000043,5222.9116
899,Gaia DR3 632283374257877248,140.18679177000894,17.55204552914218,9.035345,8.450552,9.45111,0.86464536,5163.6685
900,Gaia DR3 4509956939187796096,278.8667484748247,15.465964719771318,9.079967,8.467799,9.513562,0.9292695,5045.594
901,Gaia DR3 44831869365049088,55.17044126008133,18.10032139666234,9.010788,8.472432,9.380311,0.97966456,5584.6006
902,Gaia DR3 3934962935386575360,192.55838995982057,17.650243102241383,9.190935,8.726511,9.48955,1.1902835,5866.592
903,Gaia DR3 1769673448193298688,328.68771082782166,15.541945896070462,9.006703,8.291985,9.568397,1.0953693,5150.023
904,Gaia DR3 3360980276137169920,106.14793573249236,16.751753538708336,9.020113,8.624569,9.25063,0.9062227,6297.5093
905,Gaia DR3 4464817004698221440,244.8287611900738,15.189916559144546,9.014868,8.558011,9.302699,0.98884696,5948.1987
906,Gaia DR3 2587309533428868736,22.47265747768017,14.20956201603086,9.039941,8.38867,9.5270405,1.066094,5059.1714
907,Gaia DR3 3885999208700598784,158.38889022672225,15.213759512383376,9.036319,8.510589,9.387065,1.0941105,5929.3247
908,Gaia DR3 1819915567635324032,298.55596883109206,16.198711214135358,9.023093,8.671257,9.2244215,0.89032954,6576.417
909,Gaia DR3 3392422872714791808,74.42283149121255,13.931941820924589,9.098042,8.63568,9.391428,0.8359415,5884.384
910,Gaia DR3 1245257395891999232,211.15277334312876,17.242451582378738,9.138082,8.658417,9.44841,1.0197203,5753.979
911,Gaia DR3 2817058024266465152,348.946744095892,15.11259154166508,9.008601,8.492768,9.351587,0.94942665,5940.0537
912,Gaia DR3 652567474006231168,126.71997564427826,15.247735809418668,9.012535,8.364382,9.495186,1.0022867,5066.0225
913,Gaia DR3 4500618408970184320,265.2938713620184,14.698646062293097,9.008412,8.584821,9.268271,1.0641841,6168.78
914,Gaia DR3 33188041225670912,40.93682964396554,15.304348182488054,9.126544,8.66356,9.421317,1.1558644,5859.8774
915,Gaia DR3 3925169894556087680,179.2752461830664,15.184031052746047,9.05147,8.62092,9.315511,0.92193025,6055.71
916,Gaia DR3 1760820975137152128,317.9213203677884,16.274733159228543,9.036947,8.393334,9.51346,1.3553499,5163.3906
917,Gaia DR3 3332580676767209856,95.71182583220171,13.844970100161802,9.025846,8.416347,9.469466,0.9386324,5103.3315
918,Gaia DR3 1193960539891550464,233.20558463276512,13.86631071918701,9.065716,8.645532,9.32084,1.164747,6131.5796
919,Gaia DR3 2780900309508875008,8.786795383805915,16.518731877134528,9.021459,8.706042,9.19335,1.004633,6840.4688
920,Gaia DR3 619734544970791168,146.45730687997673,16.48751934813484,9.024733,8.5562,9.321534,0.98052317,5846.045
921,Gaia DR3 4507207438578220288,282.7744125565441,14.404835566620667,9.108704,8.672047,9.377011,1.0668954,6346.818
922,Gaia DR3 3311733695786352512,63.52957862462998,14.89497802950615,9.0344,8.197635,9.736844,1.0872242,5739.054
923,Gaia DR3 3743939901210453376,197.84027204430538,14.328443912739507,9.007938,8.510791,9.334227,0.9086272,5656.5303
924,Gaia DR3 2733112952889552896,338.70516575335404,15.506201871492538,9.0164175,8.553149,9.3123455,1.0863756,5854.135
925,Gaia DR3 3164982810836567552,113.51222767539566,13.771454605906749,9.0255,8.395399,9.48498,0.9963901,5679.9526
926,Gaia DR3 4557962269686420352,252.91872755763754,15.546248980542467,9.008864,8.622545,9.236337,1.0044878,6438.221
927,Gaia DR3 90095086587201024,27.82434155280857,14.75658854413748,9.002147,8.513226,9.317269,1.0564513,5680.7007
928,Gaia DR3 3965194282470244224,168.28132587049527,13.248304048990034,9.024658,8.374739,9.511295,1.0263063,5038.337
929,Gaia DR3 1803285041918219008,304.6413265541143,12.980182793771686,9.034959,8.724579,9.205986,0.9306542,6904.778
930,Gaia DR3 3389335822021894272,80.37461500538787,13.35179601231187,9.143817,8.708344,9.409163,1.0480483,6236.9556
931,Gaia DR3 1234609690928377728,221.00175525789,16.441903102770464,9.060582,8.398899,9.556493,0.9292652,5511.1797
